id,title,genre,original_language,overview,popularity,release_date,vote_average,vote_count
581577,Persian Lessons,"War,Drama",de,"Occupied France, 1942. Gilles is arrested by SS soldiers alongside other Jews and sent to a camp in Germany. He narrowly avoids sudden execution by swearing to the guards that he is not Jewish, but Persian. This lie temporarily saves him, but Gilles gets assigned a life-or-death mission: to teach Farsi to Head of Camp Koch, who dreams of opening a restaurant in Iran once the war is over. Through an ingenious trick, Gilles manages to survive by inventing words of ""Farsi"" every day and teaching them to Koch.",14.477,2020-04-17,7.6,206
9323,Ghost in the Shell,"Action,Animation,Science Fiction",ja,"In the year 2029, the barriers of our world have been broken down by the net and by cybernetics, but this brings new vulnerability to humans in the form of brain-hacking. When a highly-wanted hacker known as 'The Puppetmaster' begins involving them in politics, Section 9, a group of cybernetically enhanced cops, are called in to investigate and stop the Puppetmaster.",31.37,1995-11-18,7.9,2586
274854,The Last Witch Hunter,"Fantasy,Action,Adventure",en,"The modern world holds many secrets, but by far the most astounding is that witches still live among us; vicious supernatural creatures intent on unleashing the Black Death upon the world and putting an end to the human race once and for all. Armies of witch hunters have battled this unnatural enemy for centuries, including Kaulder, a valiant warrior who many years ago slayed the all-powerful Witch Queen, decimating her followers in the process. In the moments right before her death, the Queen cursed Kaulder with immortality, forever separating him from his beloved wife and daughter. Today, Kaulder is the last living hunter who has spent his immortal life tracking down rogue witches, all the while yearning for his long-lost family.",53.804,2015-10-21,5.9,3130
15276,Barely Legal,Comedy,en,"Teenager Deacon works at a video shop, and his buddies, Fred and Matt, sell the bootleg porno films he acquires. Deacon gets fired, but the pals have the bright idea of filming their own Internet porn flick in order to make money and become more popular at school. Hijinks ensue as they cast and create their movie, but porn industry player Vic Ramalot grows jealous of their burgeoning success and tries to put a stop to the project.",13.816,2005-10-21,6.2,228
1283,"Torrente, the Dumb Arm of the Law","Comedy,Crime",es,"Torrente, The Stupid Arm of The Law by Santiago Segura stars Javier Cámara as a corrupt, poor, delusional, sexist, egocentric, drunk and right-winged Madrid cop named Torrente. This over the top comedy shows Torrente on his search for heroin drug dealers and the outrageous characters he passes on his way. A cult film and one of the funniest Spanish films was the most successful box-office film.",16.646,1998-03-13,6.4,201
601,E.T. the Extra-Terrestrial,"Science Fiction,Adventure,Family,Fantasy",en,"After a gentle alien becomes stranded on Earth, the being is discovered and befriended by a young boy named Elliott. Bringing the extraterrestrial into his suburban California house, Elliott introduces E.T., as the alien is dubbed, to his brother and his little sister, Gertie, and the children decide to keep its existence a secret. Soon, however, E.T. falls ill, resulting in government intervention and a dire situation for both Elliott and the alien.",31.547,1982-06-11,7.5,9585
27621,The Cheetah Girls: One World,"Family,Comedy,Drama,Music,TV Movie",en,"Chanel, Dorinda, and Aqua, are off to India to star in a Bollywood movie. But when there they discover that they will have to compete against each other to get the role in the movie. Will the Cheetah's break up again?",10.214,2008-08-22,6.1,294
87567,The Big Wedding,Comedy,en,"To the amusement of their adult children and friends, long divorced couple Don and Ellie Griffin are once again forced to play the happy couple for the sake of their adopted son's wedding after his ultra conservative biological mother unexpectedly decides to fly halfway across the world to attend. With all of the wedding guests looking on, the Griffins are hilariously forced to confront their past, present and future - and hopefully avoid killing each other in the process.",9.347,2013-04-25,5.9,1008
399131,Dude,Comedy,en,Four best friends negotiate loss and major life changes during the last two weeks of high school.,11.834,2018-04-20,5.5,710
1073,Arlington Road,"Crime,Drama,Thriller,Mystery",en,Threats from sinister foreign nationals aren't the only thing to fear. Bedraggled college professor Michael Faraday has been vexed (and increasingly paranoid) since his wife's accidental death in a botched FBI operation. But all that takes a backseat when a seemingly all-American couple set up house next door.,11.687,1999-03-19,7.0,828
502425,Escape from Pretoria,"Drama,History,Thriller",en,"South Africa, 1978. Tim Jenkin and Stephen Lee, two white political activists from the African National Congress imprisoned by the apartheid regime, put a plan in motion to escape from the infamous Pretoria Prison.",13.101,2020-03-06,7.3,957
16270,Career Opportunities,"Romance,Comedy",en,"Josie, the daughter of the town's wealthiest businessman, faces problems at home and wishes to leave town but is disoriented. Her decision is finalized after she falls asleep in a Target dressing room. She awakens to find herself locked in the store overnight with the janitor, Jim, the town ""no hoper"" and liar.",41.995,1991-03-29,6.8,440
575479,An Easy Girl,"Comedy,Drama",fr,"Naïma has just turned 16. This summer, she will have to decide what she wants from life if she doesn’t want to miss out. Then her cousin Sofia arrives, with an amazing body and a dangerously seductive lifestyle. Naïma desires only to follow her own path, so long as it leads upwards… Despite the warnings of her best friend Dodo, she and Sofia will live through unforgettable encounters during a long summer that will mark them forever.",13.724,2019-08-28,5.6,275
22907,Takers,"Action,Crime,Drama,Thriller",en,"A seasoned team of bank robbers, including Gordon Jennings, John Rahway, A.J., and brothers Jake and Jesse Attica successfully complete their latest heist and lead a life of luxury while planning their next job. When Ghost, a former member of their team, is released from prison he convinces the group to strike an armored car carrying $20 million. As the ""Takers"" carefully plot out their strategy and draw nearer to exacting the grand heist, a reckless police officer inches closer to apprehending the criminals.",15.538,2010-08-26,6.2,1035
283378,Fallen,"Drama,Fantasy,Romance",en,"Lucinda Price is sent to a reform academy under the assumption that she has killed a boy. There, she meets two mysterious boys, Cam and Daniel, to whom she feels drawn to both. But as the love triangle unfurls, it is Daniel that Luce cannot keep herself away from, and things begin to take a darker turn when she finds out his true identity.",36.644,2016-11-10,6.1,1446
443009,"Don't Worry, He Won't Get Far on Foot","Comedy,Drama",en,"On the rocky path to sobriety after a life-changing accident, John Callahan discovers the healing power of art, willing his injured hands into drawing hilarious, often controversial cartoons, which bring him a new lease on life.",11.327,2018-04-04,6.7,543
318781,Colonia,"Drama,Romance,Thriller",en,"A young woman's desperate search for her abducted boyfriend draws her into the infamous Colonia Dignidad, a sect nobody ever escaped from.",14.04,2015-06-24,7.3,1668
195590,Collide,"Thriller,Action",en,"An American backpacker gets involved with a ring of drug smugglers as their driver, and winds up on the run from his employers across Cologne’s autobahns.",20.677,2016-06-10,5.5,495
3053,The Fearless Vampire Killers,"Comedy,Horror",en,"A noted professor and his dim-witted apprentice fall prey to their inquiring vampires, while on the trail of the ominous damsel in distress.",12.867,1967-02-01,7.1,558
1420,Breakfast on Pluto,"Drama,Comedy",en,"In the 1970s, a foundling lass, Patrick ""Kitten"" Braden, comes of age by leaving her Irish town for London, in part to look for her mother and in part because her transgender nature is beyond the town's understanding.",9.77,2005-09-03,7.2,283
57212,War Horse,"War,Drama,Action",en,"Follows a young man named Albert and his horse, Joey, and how their bond is broken when Joey is sold to the cavalry and sent to the trenches of World War One. Despite being too young to enlist, Albert heads to France to save his friend.",20.389,2011-12-25,7.3,2881
2294,Jay and Silent Bob Strike Back,Comedy,en,"When Jay and Silent Bob learn that their comic-book alter egos, Bluntman and Chronic, have been sold to Hollywood as part of a big-screen movie that leaves them out of any royalties, the pair travels to Tinseltown to sabotage the production.",10.386,2001-08-22,6.4,1227
61717,Wendy Wu: Homecoming Warrior,"Family,Action,Adventure,TV Movie",en,"It is the story of an average, popular American teenager named Wendy Wu who discovers that in order to win the coveted crown she must first learn the way of the warrior. Wendy Wu has a one track mind, and that track leads directly to the title of homecoming queen -- no unscheduled stops, and no unnecessary detours. When a mysterious Chinese monk named Shen arrives to mold Wendy into a fearless kung fu warrior, however, her royal aspirations suddenly jump the track as she desperately attempts to juggle her boyfriend, her homework, and of course, the fierce competition to become homecoming queen. Now, as Wendy begins to train her mind, body, and spirit in the ancient tradition of the martial arts and her inner warrior gradually begins to emerge, the girl who once obsessed over popularity finally begins to put that popularity into perspective as she gradually realizes what truly matters in life.",12.704,2006-06-16,6.2,362
437739,The Mansion,"Horror,Comedy",fr,"A band of students comes to celebrate the New Year in an old manor house isolated from everything. But soon after their arrival, strange events disrupt the atmosphere, before the party turns squarely to the nightmare ...",10.321,2017-06-21,4.9,417
9788,Accepted,Comedy,en,"A high school slacker who's rejected by every school he applies to opts to create his own institution of higher learning, the South Harmon Institute of Technology, on a rundown piece of property near his hometown.",12.825,2006-08-18,6.4,1278
18501,Gamer,"Action,Thriller,Science Fiction",en,"Mind-control technology has taken society by a storm, a multiplayer on-line game called ""Slayers"" allows players to control human prisoners in mass-scale. Simon controls Kable, the online champion of the game. Kable's ultimate challenge becomes regaining his identity and independence by defeating the game's mastermind.",15.738,2009-09-03,5.7,1972
545611,Everything Everywhere All at Once,"Action,Adventure,Science Fiction",en,"An aging Chinese immigrant is swept up in an insane adventure, where she alone can save what's important to her by connecting with the lives she could have led in other universes.",309.567,2022-03-24,8.3,1059
43904,L'Atalante,"Romance,Drama,Comedy",fr,"Capricious small-town girl Juliette and barge captain Jean marry after a whirlwind courtship, and she comes to live aboard his boat, L'Atalante. As they make their way down the Seine, Jean grows weary of Juliette's flirtations with his all-male crew, and Juliette longs to escape the monotony of the boat and experience the excitement of a big city. When she steals away to Paris by herself, her husband begins to think their marriage was a mistake.",6.895,1934-04-24,7.5,313
393559,My Life as a Zucchini,"Animation,Drama,Comedy",fr,"After his mother’s death, Zucchini is befriended by a kind police officer, Raymond, who accompanies him to his new foster home filled with other orphans his age. There, with the help of his newfound friends, Zucchini eventually learns to trust and love as he searches for a new family of his own.",9.383,2016-10-12,7.8,1074
458723,Us,"Horror,Thriller,Mystery",en,"Husband and wife Gabe and Adelaide Wilson take their kids to their beach house expecting to unplug and unwind with friends. But as night descends, their serenity turns to tension and chaos when some shocking visitors arrive uninvited.",37.765,2019-03-14,7.0,5941
7508,Like Stars on Earth,Drama,hi,"Ishaan Awasthi is an eight-year-old whose world is filled with wonders that no one else seems to appreciate. Colours, fish, dogs, and kites don't seem important to the adults, who are much more interested in things like homework, marks, and neatness. Ishaan cannot seem to get anything right in class; he is then sent to boarding school, where his life changes forever.",29.107,2007-12-21,8.0,856
89691,ATM,"Horror,Thriller",en,"After leaving their company Christmas Party together, David Hargrove and Emily Brandt’s impromptu first date takes an unexpected turn when their coworker, Corey, asks them to make a late-night stop at an ATM.  What should be a routine transaction turns into a desperate struggle for survival when an unknown man appears outside the vestibule.  With the wintry temperatures dipping below freezing, and the morning sunrise still hours away, they have no choice but to play the man’s deadly game of cat-and-mouse.",7.771,2012-02-17,5.0,470
271724,Hippocrates,Drama,fr,"Benjamin is meant to be a great doctor, he’s certain of it. But his first experience as a junior doctor in the hospital ward where his father works doesn’t turn out the way he hoped it would. Responsibility is overwhelming, his father is all but present, and his co-junior partner, a foreign doctor, is far more experimented than he is. This internship will force Benjamin to confront his limits… and start his way to adulthood.",4.91,2014-09-03,6.5,384
137145,247°F,"Horror,Thriller",en,"Four friends travel to a lakeside cabin for a carefree weekend, but the fun turns into a nightmare when 3 of them end up locked in a hot sauna. Every minute counts and every degree matters as they fight for their lives in the heat up to 247°F.",7.738,2011-09-01,5.7,220
83564,La luna,"Animation,Family",en,"A young boy comes of age in the most peculiar of circumstances. Tonight is the very first time his Papa and Grandpa are taking him to work. In an old wooden boat they row far out to sea, and with no land in sight, they stop and wait. A big surprise awaits the boy as he discovers his family's most unusual line of work. Should he follow the example of his Papa, or his Grandpa? Will he be able to find his own way in the midst of their conflicting opinions and timeworn traditions?",6.159,2012-02-10,7.9,662
7518,Over the Hedge,"Family,Comedy,Animation",en,"A scheming raccoon fools a mismatched family of forest creatures into helping him repay a debt of food, by invading the new suburban sprawl that popped up while they were hibernating – and learns a lesson about family himself.",35.771,2006-05-17,6.5,3744
768,From Hell,"Horror,Mystery,Thriller",en,Frederick Abberline is an opium-huffing inspector from Scotland Yard who falls for one of Jack the Ripper's prostitute targets in this Hughes brothers adaption of a graphic novel that posits the Ripper's true identity.,27.136,2001-02-08,6.7,2328
13702,A Dirty Shame,Comedy,en,"Sylvia Stickles runs a convenience store with her husband and mother-in-law. One day, Sylvia is hit on the head and transforms from an uptight prude to a sex-crazed lunatic. As she goes on a rampage through town, Sylvia attracts the attention of Ray Ray, a sexual healer and tow truck driver in search of the world's greatest orgasm. Their sexual revolution, however, causes a class war in their tiny Baltimore community.",38.857,2004-09-12,5.4,221
11313,Hearts in Atlantis,"Drama,Mystery",en,A widowed mother and her son change when a mysterious stranger enters their lives.,8.22,2001-09-07,6.7,407
383785,Kung Fu Yoga,"Comedy,Mystery,Action,Adventure",zh,"Two professors team up to locate a lost treasure and embark on an adventure that takes them from a Tibetan ice cave to Dubai, and to a mountain temple in India.",22.0,2017-01-27,5.9,287
208763,Forbidden Empire,"Thriller,Adventure,Mystery,Fantasy,Horror,Science Fiction",ru,"Early 18th century. Cartographer Jonathan Green undertakes a scientific voyage from Europe to the East. Having passed through Transylvania and crossed the Carpathian Mountains, he finds himself in a small village lost in impassible woods. Nothing but chance and heavy fog could bring him to this cursed place. People who live here do not resemble any other people which the traveler saw before that. The villagers, having dug a deep moat to fend themselves from the rest of the world, share a naive belief that they could save themselves from evil, failing to understand that evil has made its nest in their souls and is waiting for an opportunity to gush out upon the world.",12.104,2014-01-30,5.9,240
10851,Revolver,"Drama,Thriller,Crime,Mystery",en,"Hotshot gambler Jake Green is long on bravado and seriously short of common sense. Rarely is he allowed in any casino because he's a bona fide winner and, in fact, has taken so much money over the years that he's the sole client of his accountant elder brother, Billy. Invited to a private game, Jake is in fear of losing his life.",12.874,2005-09-11,6.4,1074
31900,Gainsbourg: A Heroic Life,Drama,fr,"A glimpse at the life of French singer Serge Gainsbourg, from growing up in 1940s Nazi-occupied Paris through his successful song-writing years in the 1960s to his death in 1991 at the age of 62.",6.861,2010-01-20,7.0,277
104859,Mac & Devin Go to High School,Comedy,en,"A comedy that follows two high school students -- one overachiever struggling to write his valedictorian speech, the other a senior now going on his 15th year of school.",21.033,2012-07-03,6.4,340
18172,All the Right Moves,"Romance,Drama",en,"Sensitive study of a headstrong high school football star who dreams of getting out of his small Western Pennsylvania steel town with a football scholarship. His equally ambitious coach aims at a college position, resulting in a clash which could crush the player's dreams.",11.452,1983-10-21,5.7,201
17037,I'll Be Home for Christmas,"Comedy,Family",en,"Estranged from his father, college student Jake is lured home to New York for Christmas with the promise of receiving a classic Porsche as a gift. When the bullying football team dumps him in the desert in a Santa suit, Jake is left without identification or money to help him make the journey. Meanwhile, his girlfriend, Allie, does not know where he is, and accepts a cross-country ride from Jake's rival, Eddie.",7.824,1998-11-13,5.8,247
2274,The Seeker: The Dark Is Rising,"Adventure,Drama,Fantasy,Family,Thriller",en,A boy's life is turned upside down when he learns that he is the last of a group of immortal warriors who have dedicated their lives to fighting the forces of the dark.,8.299,2007-10-05,5.4,338
11935,Capricorn One,"Drama,Action,Thriller,Science Fiction",en,"In order to protect the reputation of the American space program, a team of scientists stages a phony Mars landing. Willingly participating in the deception are a trio of well-meaning astronauts, who become liabilities when their space capsule is reported lost on re-entry. Now, with the help of a crusading reporter, they must battle a sinister conspiracy that will stop at nothing to keep the truth.",11.935,1977-12-10,6.8,345
1548,Ghost World,"Comedy,Drama",en,"Two quirky, cynical teenaged girls try to figure out what to do with their lives after high school graduation. After they play a prank on an eccentric, middle aged record collector, one of them befriends him, which causes a rift in the girls' friendship.",7.13,2001-07-20,7.1,1111
442062,Goosebumps 2: Haunted Halloween,"Adventure,Comedy,Fantasy,Family,Horror",en,"Two boys face an onslaught from witches, monsters, ghouls and a talking dummy after they discover a mysterious book by author R. L. Stine.",56.575,2018-10-11,6.1,1214
400106,Bright,"Fantasy,Action,Thriller",en,"In an alternate present-day where magical creatures live among us, two L.A. cops become embroiled in a prophesied turf battle.",26.702,2017-12-22,6.2,4941
4771,Gone Baby Gone,"Crime,Drama,Mystery",en,"When 4 year old Amanda McCready disappears from her home and the police make little headway in solving the case, the girl's aunt, Beatrice McCready hires two private detectives, Patrick Kenzie and Angie Gennaro. The detectives freely admit that they have little experience with this type of case, but the family wants them for two reasons—they're not cops and they know the tough neighborhood in which they all live.",11.854,2007-06-06,7.3,3022
425,Ice Age,"Animation,Comedy,Family,Adventure",en,"With the impending ice age almost upon them, a mismatched trio of prehistoric critters – Manny the woolly mammoth, Diego the saber-toothed tiger and Sid the giant sloth – find an orphaned infant and decide to return it to its human parents. Along the way, the unlikely allies become friends but, when enemies attack, their quest takes on far nobler aims.",178.581,2002-03-10,7.3,11247
158852,Tomorrowland,"Adventure,Family,Mystery,Science Fiction",en,"Bound by a shared destiny, a bright, optimistic teen bursting with scientific curiosity and a former boy-genius inventor jaded by disillusionment embark on a danger-filled mission to unearth the secrets of an enigmatic place somewhere in time and space that exists in their collective memory as ""Tomorrowland.""",45.299,2015-05-19,6.2,6213
254578,Phoenix,Drama,de,"A disfigured concentration-camp survivor, unrecognizable after facial reconstruction surgery, searches ravaged postwar Berlin for the husband who might have betrayed her to the Nazis.",6.935,2014-09-25,6.7,337
651881,Bye Bye Morons,"Comedy,Drama",fr,"When 43-year-old hairdresser Suze Trappet finds out that she's seriously ill, she decides to go looking for a child she was forced to abandon when she was only 15. On her madcap bureaucratic quest she crosses paths with JB, a 50-year-old man in the middle of a burnout, and Mr. Blin, a blind archivist prone to overenthusiasm. The unlikely trio set off on a hilarious and poignant helterskelter journey across the city in search of Suze's long-lost child.",8.06,2020-10-21,7.3,624
13573,The United States of Leland,"Crime,Drama",en,"A withdrawn young man, Leland Fitzgerald is imprisoned for the murder of a mentally disabled boy, who also happened to be the brother of his girlfriend, Becky. As the community struggles to deal with the killing, Pearl Madison, a teacher at the prison, decides to write about Leland's case. Meanwhile, others affected by the murder, including Becky and her sister, Julie, must contend with their own problems.",9.321,2003-01-18,6.5,252
340676,Personal Shopper,"Drama,Mystery,Thriller",en,"Maureen, mid-20s, is a personal shopper for a media celebrity. The job pays for her stay in Paris, a city she refuses to leave until she makes contact with her twin brother who previously died there. Her life becomes more complicated when a mysterious person contacts her via text message.",24.99,2016-10-19,5.9,1028
487680,The Kitchen,"Action,Crime,Drama",en,"The mobster husbands of three 1978 Hell's Kitchen housewives are sent to prison by the FBI. Left with little but a sharp ax to grind, the ladies take the Irish mafia's matters into their own hands — proving unexpectedly adept at everything from running the rackets to taking out the competition… literally.",14.031,2019-08-08,6.2,557
408033,Tamara,Comedy,fr,"Tamara, 15, complexed with her curves, decided its entry into second to get rid of the label of ""big"". To shut up the gossip, she made a bet with her best friend to go out with the first boy who pass the classroom door. No luck, the boy turns out to be Diego, the most handsome guy of high school. The bet is complicated for Tamara .... Between the dirty tricks of bitches of high school, a mother hen, boards ""drag"" his little sister, Tamara is a memorable year!",5.415,2016-10-26,6.4,579
207703,Kingsman: The Secret Service,"Crime,Comedy,Action,Adventure",en,The story of a super-secret spy organization that recruits an unrefined but promising street kid into the agency's ultra-competitive training program just as a global threat emerges from a twisted tech genius.,87.497,2015-01-24,7.6,14538
438396,Unknown Origins,"Drama,Thriller",es,"In Madrid, Spain, a mysterious serial killer ruthlessly murders his victims by recreating the first appearance of several comic book superheroes. Cosme, a veteran police inspector who is about to retire, works on the case along with the tormented inspector David Valentín and his own son Jorge Elías, a nerdy young man who owns a comic book store.",8.731,2020-08-28,6.1,334
333669,Bastille Day,Action,en,"Michael Mason is an American pickpocket living in Paris who finds himself hunted by the CIA when he steals a bag that contains more than just a wallet. Sean Briar, the field agent on the case, soon realises that Michael is just a pawn in a much bigger game and is also his best asset to uncover a large-scale conspiracy.",23.391,2016-04-22,6.3,1099
11397,Not Another Teen Movie,Comedy,en,"On a bet, a gridiron hero at John Hughes High School sets out to turn a bespectacled plain Jane into a beautiful and popular prom queen in this outrageous send-up of the teen movies of the 1980s and '90s.",32.94,2001-12-07,5.8,1631
84348,V/H/S,"Thriller,Horror",en,"When a group of misfits is hired by an unknown third party to burglarize a desolate house and acquire one rare VHS tape, they discover more found footage than they had bargained for.",22.237,2012-07-28,6.1,1182
276488,Let Us Prey,"Thriller,Horror",en,"Rachel, a rookie cop, is about to begin her first night shift in a neglected police station in a Scottish, backwater town. The kind of place where the tide has gone out and stranded a motley bunch of the aimless, the forgotten, the bitter-and-twisted who all think that, really, they deserve to be somewhere else. They all think they're there by accident and that, with a little luck, life is going to get better. Wrong, on both counts. Six is about to arrive - and All Hell Will Break Loose!",9.576,2014-04-17,5.7,259
27583,Greenberg,"Comedy,Drama,Romance",en,"A New Yorker moves to Los Angeles in order to figure out his life while he housesits for his brother, and he soon sparks with his brother's assistant.",19.538,2010-08-18,5.9,426
1875,Fantomas vs. Scotland Yard,"Comedy,Crime,Adventure,Fantasy",fr,"In the third and final episode of the trilogy, Fantômas imposes a head tax on the rich, threatening to kill those who do not comply.",11.849,1967-03-16,6.7,401
1492,1492: Conquest of Paradise,"Action,Adventure,Drama,History",en,1492: Conquest of Paradise depicts Christopher Columbus’ discovery of The New World and his effect on the indigenous people.,13.055,1992-10-09,6.2,644
10409,Strictly Ballroom,"Comedy,Drama,Romance",en,"Brave new steps put Scott's career in jeopardy. With a new partner and determination, can he still succeed?",8.872,1992-08-20,6.6,261
150540,Inside Out,"Animation,Family,Adventure,Drama,Comedy",en,"Growing up can be a bumpy road, and it's no exception for Riley, who is uprooted from her Midwest life when her father starts a new job in San Francisco. Riley's guiding emotions— Joy, Fear, Anger, Disgust and Sadness—live in Headquarters, the control centre inside Riley's mind, where they help advise her through everyday life and tries to keep things positive, but the emotions conflict on how best to navigate a new city, house and school.",106.458,2015-06-09,7.9,18032
56551,Maledetto il giorno che t'ho incontrato,"Comedy,Romance",it,"Bernardo is dumped by his girlfriend, his career as a rock music critic is beginning to decline and stars to see a psychologist but in the meantime he meets the problematic and shy Camilla, who disrupts his life.",5.661,1992-01-31,6.6,200
432087,Back to Burgundy,"Drama,Comedy",fr,"Jean left his hometown ten years ago. When his father falls ill, he comes back and reunites with his sister Juliette and his brother Jérémie. As seasons go by around their vineyard, they'll have to trust each other again.",9.149,2017-06-14,6.9,398
14291,Searching for Bobby Fischer,Drama,en,A prepubescent chess prodigy refuses to harden himself in order to become a champion like the famous but unlikable Bobby Fischer.,7.797,1993-08-13,7.2,437
22051,Adam,"Drama,Romance",en,"Adam, a lonely man with Asperger's Syndrome, develops a relationship with his upstairs neighbor, Beth.",7.291,2009-07-07,6.8,349
278154,Ice Age: Collision Course,"Adventure,Animation,Family,Comedy,Science Fiction",en,"Set after the events of Continental Drift, Scrat's epic pursuit of his elusive acorn catapults him outside of Earth, where he accidentally sets off a series of cosmic events that transform and threaten the planet. To save themselves from peril, Manny, Sid, Diego, and the rest of the herd leave their home and embark on a quest full of thrills and spills, highs and lows, laughter and adventure while traveling to exotic new lands and locations.",60.074,2016-06-23,6.1,3817
11386,The Crying Game,"Crime,Drama,Thriller",en,"Irish Republican Army member Fergus forms an unexpected bond with Jody, a kidnapped British soldier in his custody, despite the warnings of fellow IRA members Jude and Maguire. Jody makes Fergus promise he'll visit his girlfriend, Dil, in London, and when Fergus flees to the city, he seeks her out. Hounded by his former IRA colleagues, he finds himself increasingly drawn to the enigmatic, and surprising, Dil.",11.602,1992-09-02,6.9,579
407436,Mowgli: Legend of the Jungle,"Adventure,Drama",en,"A human child raised by wolves, must face off against a menacing tiger named Shere Khan, as well as his own origins.",27.539,2018-11-25,6.5,2220
11974,The 'Burbs,"Comedy,Horror,Thriller",en,"When secretive new neighbors move in next door, suburbanite Ray Peterson and his friends let their paranoia get the best of them as they start to suspect the newcomers of evildoings and commence an investigation. But it's hardly how Ray, who much prefers drinking beer, reading his newspaper and watching a ball game on the tube expected to spend his vacation.",10.116,1989-02-17,6.7,953
576845,Last Night in Soho,"Thriller,Horror,Mystery",en,"A young girl, passionate about fashion design, is mysteriously able to enter the 1960s where she encounters her idol, a dazzling wannabe singer. But 1960s London is not what it seems, and time seems to be falling apart with shady consequences.",119.322,2021-10-21,7.5,1823
14863,Anaconda 3: Offspring,"Action,Horror,Thriller",en,"Cancer-terminal tycoon Peter Murdoch's secret Wexel Hall Pharmaceuticals lab has developed a blood orchid extract cure. To examine why it works optimally in snakes, they also bread a super-anaconda strain. But the original pair escapes, leaving a bloody trail of corpses. Murdoch runs, instructing his staff to clean up. They keep failing and being eaten like unsuspecting locals, some alive, even after enlisting ruthless big game hunter Hammett. The fast-growing pregnant monster sheds its skin, thus disabling the only tracking device.",25.547,2008-01-01,4.8,238
67884,Chinese Take-Away,Comedy,es,A comedy that chronicles a chance encounter between Robert and a Chinese named Jun who wanders lost through the city of Buenos Aires in search of his uncle after being assaulted by a taxi driver and his henchmen.,8.032,2011-03-24,7.2,324
653349,Vacation Friends,Comedy,en,"When a straight-laced couple that has fun with a rowdy couple on vacation in Mexico return to the States, they discover that the crazy couple they met in Mexico followed them back home and decide to play tricks on them.",49.764,2021-08-27,7.1,469
2621,Return to Me,"Romance,Comedy",en,"It took a lot of cajoling to get Bob, a recently widowed architect, to go on a blind date at a quirky Irish-Italian eatery. Once there, he's smitten instantly not with his date but with the sharp-witted waitress. Everything seems to be going great until an unbelievable truth is revealed, one that could easily break both of their hearts for good.",8.628,2000-04-07,6.7,320
21208,Orphan,"Horror,Thriller,Mystery",en,"After losing their baby, a married couple adopt 9-year old Esther, who may not be as innocent as she seems.",111.293,2009-07-24,7.0,4186
10023,Dragnet,"Action,Comedy,Crime",en,"LAPD Sgt. Joe Friday -- the equally straight-laced nephew of the famous police sergeant of the same name -- is paired up with a young, freewheeling detective named Pep Streebeck. After investigating some strange robberies at the local zoo and the theft of a stockpile of pornographic magazines, they uncover cult activity in the heart of the city and are hot on the case to figure out who's behind it all.",8.627,1987-06-23,5.9,362
117251,White House Down,"Action,Drama,Thriller",en,"Capitol Policeman John Cale has just been denied his dream job with the Secret Service of protecting President James Sawyer. Not wanting to let down his little girl with the news, he takes her on a tour of the White House, when the complex is overtaken by a heavily armed paramilitary group. Now, with the nation's government falling into chaos and time running out, it's up to Cale to save the president, his daughter, and the country.",68.166,2013-06-27,6.4,4078
14903,Pooh's Grand Adventure: The Search for Christopher Robin,"Animation,Family,Adventure",en,"Pooh gets confused when Christopher Robin leaves him a note to say that he has gone back to school after the holidays. So Pooh, Piglet, Tigger, Eeyore and Rabbit go in search of Christopher Robin which leads to a big adventure.",18.004,1997-08-05,7.2,279
10866,Joy Ride,"Mystery,Thriller,Drama",en,"Three young people on a road trip from Colorado to New Jersey talk to a trucker on their CB radio, then must escape when he turns out to be a psychotic killer.",27.041,2001-10-05,6.5,938
1948,Crank,"Action,Thriller,Crime",en,"Chev Chelios, a hit man wanting to go straight, lets his latest target slip away. Then he awakes the next morning to a phone call that informs him he has been poisoned and has only an hour to live unless he keeps adrenaline coursing through his body while he searches for an antidote.",26.967,2006-08-31,6.6,3013
197796,Beauty and the Beast,"Fantasy,Romance",fr,"Beauty and the Beast is the adaptation of a story by Madame de Villeneuve. Published anonymously in 1740 as La Jeune Américaine et les contes marins, it paints a portrait of Belle, a joyful and touching young girl who falls in love with the Beast, a cursed creature in search of love and redemption. In 1760, a condensed children’s version was published. It was from this version that Jean Cocteau and then Walt Disney drew their famous adaptations. Overshadowed, the original version by Madame de Villeneuve has never been adapted for the screen... until now!",23.782,2014-02-12,6.1,1800
1255,The Host,"Horror,Drama,Science Fiction",ko,"Following the dumping of gallons of toxic waste in the river, a giant mutated squid-like creature appears and begins attacking the populace. Gang-du's daughter Hyun-seo is snatched up by the creature; with his family to assist him, he sets off to find her.",37.37,2006-07-27,7.0,2175
9466,Celebrity,"Drama,Comedy",en,"The career and personal life of writer Lee are at a standstill, so he divorces his bashful wife, Robin, and dives into a new job as an entertainment journalist. His assignments take him to the swankiest corners of Manhattan, but as he jumps from one lavish party to another and engages in numerous empty romances, he starts to doubt the worth of his work. Meanwhile, top TV producer Tony falls for Robin and introduces her to the world of celebrity.",11.206,1998-09-07,6.0,373
510,One Flew Over the Cuckoo's Nest,Drama,en,"A petty criminal fakes insanity to serve his sentence in a mental ward rather than prison. He soon finds himself as a leader to the other patients—and an enemy to the cruel, domineering nurse who runs the ward.",27.541,1975-05-18,8.4,8703
